household_id,baseline_start_week,baseline_end_week,recent_start_week,recent_end_week,baseline_retailer_sales_value,recent_retailer_sales_value,baseline_distinct_baskets,recent_distinct_baskets,baseline_active_weeks,recent_active_weeks,sales_drop,trip_drop,active_week_drop,decline_score,eligible,flagged,partial_week_limitation
1340,38,45,46,53,46.18,7.970000000000001,8,2,6,2,0.8274144651364227,0.75,0.6666666666666666,0.7720405659015446,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1312,38,45,46,53,320.53,28.25,7,2,4,2,0.9118647240507909,0.7142857142857143,0.5,0.7702180763111097,True,True,Source week 53 contains fewer calendar days than an ordinary week.
609,38,45,46,53,268.83000000000004,41.68,28,5,8,4,0.8449577800096716,0.8214285714285714,0.5,0.7689074614334072,True,True,Source week 53 contains fewer calendar days than an ordinary week.
35,38,45,46,53,141.21999999999997,18.840000000000003,10,3,5,2,0.8665911344002265,0.7,0.6,0.7632955672001133,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1970,38,45,46,53,309.8299999999999,32.21,13,3,5,3,0.8960397637414066,0.7692307692307693,0.4,0.7587891126399342,True,True,Source week 53 contains fewer calendar days than an ordinary week.
506,38,45,46,53,209.62,28.910000000000004,6,2,5,2,0.8620837706325732,0.6666666666666666,0.6,0.7510418853162866,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1356,38,45,46,53,165.37,34.49,7,2,6,2,0.7914373828384833,0.7142857142857143,0.6666666666666666,0.7433377390382893,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1781,38,45,46,53,301.44999999999993,49.760000000000005,8,3,6,2,0.8349311660308509,0.625,0.6666666666666666,0.7382989163487588,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1779,38,45,46,53,580.71,151.64999999999998,11,3,8,2,0.7388541612853232,0.7272727272727273,0.75,0.7376088988244798,True,True,Source week 53 contains fewer calendar days than an ordinary week.
336,38,45,46,53,630.95,148.16999999999996,20,6,7,2,0.7651636421269515,0.7,0.7142857142857143,0.7354389639206187,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1114,38,45,46,53,63.52,10.48,7,2,4,2,0.8350125944584383,0.7142857142857143,0.5,0.7317920115149334,True,True,Source week 53 contains fewer calendar days than an ordinary week.
862,38,45,46,53,335.54999999999995,67.12,14,4,7,3,0.799970198182089,0.7142857142857143,0.5714285714285714,0.7285565276624731,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1799,38,45,46,53,37.84,12.98,6,1,4,1,0.6569767441860466,0.8333333333333334,0.75,0.7284883720930233,True,True,Source week 53 contains fewer calendar days than an ordinary week.
387,38,45,46,53,926.59,291.08,16,3,6,2,0.6858589019954888,0.8125,0.6666666666666666,0.7200127843310777,True,True,Source week 53 contains fewer calendar days than an ordinary week.
813,38,45,46,53,376.92,156.41,7,1,6,1,0.5850313063780113,0.8571428571428571,0.8333333333333334,0.7163251769985295,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1263,38,45,46,53,369.8900000000001,75.44,11,3,6,3,0.7960474735732246,0.7272727272727273,0.5,0.7162055549684304,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1743,38,45,46,53,146.76000000000002,16.54,7,3,6,3,0.8872989915508314,0.5714285714285714,0.5,0.715078067203987,True,True,Source week 53 contains fewer calendar days than an ordinary week.
330,38,45,46,53,99.25999999999999,25.669999999999998,26,5,8,4,0.7413862583115051,0.8076923076923077,0.5,0.7130008214634448,True,True,Source week 53 contains fewer calendar days than an ordinary week.
278,38,45,46,53,134.39,28.430000000000003,6,3,6,1,0.788451521690602,0.5,0.8333333333333334,0.7108924275119677,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2179,38,45,46,53,304.75000000000006,56.709999999999994,6,2,4,2,0.813913043478261,0.6666666666666666,0.5,0.7069565217391305,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1334,38,45,46,53,179.67000000000002,27.6,11,5,5,2,0.8463850392386042,0.5454545454545454,0.6,0.7068288832556657,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1718,38,45,46,53,201.11999999999998,46.339999999999996,7,2,4,2,0.7695902943516308,0.7142857142857143,0.5,0.6990808614615297,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1822,38,45,46,53,211.25,64.6,18,3,6,3,0.6942011834319527,0.8333333333333334,0.5,0.6971005917159764,True,True,Source week 53 contains fewer calendar days than an ordinary week.
987,38,45,46,53,350.88000000000005,110.51999999999998,9,2,5,2,0.6850205198358414,0.7777777777777778,0.6,0.695843593251254,True,True,Source week 53 contains fewer calendar days than an ordinary week.
157,38,45,46,53,311.2099999999999,114.77999999999997,26,4,8,3,0.6311815173034285,0.8461538461538461,0.625,0.6944369124978681,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2419,38,45,46,53,82.13,18.91,6,2,4,2,0.7697552660416414,0.6666666666666666,0.5,0.6848776330208206,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1695,38,45,46,53,93.64,16.93,18,6,8,5,0.8192011960700556,0.6666666666666666,0.375,0.6846005980350278,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1857,38,45,46,53,152.82999999999998,37.55,18,5,5,3,0.754302165805143,0.7222222222222222,0.4,0.6738177495692381,True,True,Source week 53 contains fewer calendar days than an ordinary week.
445,38,45,46,53,116.32000000000001,40.900000000000006,17,4,5,2,0.6483837689133425,0.7647058823529411,0.6,0.6736036491625536,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2456,38,45,46,53,105.25000000000001,24.26,8,3,6,3,0.769501187648456,0.625,0.5,0.6722505938242279,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2178,38,45,46,53,86.43,27.29,8,2,4,2,0.684253152840449,0.75,0.5,0.6671265764202244,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1884,38,45,46,53,90.21000000000001,30.449999999999996,7,2,5,2,0.662454273362155,0.7142857142857143,0.6,0.6655128509667918,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2000,38,45,46,53,83.67,20.94,10,3,5,3,0.7497310864109,0.7,0.4,0.66486554320545,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1021,38,45,46,53,238.13,95.74,20,4,8,3,0.5979506991979171,0.8,0.625,0.6639753495989585,True,True,Source week 53 contains fewer calendar days than an ordinary week.
748,38,45,46,53,108.81,34.14,9,3,5,2,0.6862420733388476,0.6666666666666666,0.6,0.6631210366694238,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1015,38,45,46,53,388.82000000000005,92.19,9,4,7,3,0.7628979990741217,0.5555555555555556,0.5714285714285714,0.6624013804894419,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2182,38,45,46,53,115.14999999999999,39.62,9,3,6,2,0.6559270516717326,0.6666666666666666,0.6666666666666666,0.6612968591691996,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1450,38,45,46,53,166.8,58.0,14,4,5,2,0.6522781774580336,0.7142857142857143,0.6,0.660424803014731,True,True,Source week 53 contains fewer calendar days than an ordinary week.
716,38,45,46,53,103.52000000000001,33.739999999999995,6,2,5,2,0.6740726429675425,0.6666666666666666,0.6,0.6570363214837712,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1302,38,45,46,53,124.14999999999999,23.46,6,3,4,2,0.8110350382601692,0.5,0.5,0.6555175191300846,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2114,38,45,46,53,351.52000000000004,104.06,18,5,7,4,0.7039713245334548,0.7222222222222222,0.42857142857142855,0.6543666146476798,True,True,Source week 53 contains fewer calendar days than an ordinary week.
770,38,45,46,53,454.6000000000001,132.65,9,3,6,3,0.7082050153981522,0.6666666666666666,0.5,0.6541025076990761,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1853,38,45,46,53,50.51,20.119999999999997,6,2,4,1,0.6016630370223719,0.6666666666666666,0.75,0.6508315185111859,True,True,Source week 53 contains fewer calendar days than an ordinary week.
544,38,45,46,53,29.640000000000004,12.030000000000001,8,2,5,2,0.5941295546558705,0.75,0.6,0.6420647773279352,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1139,38,45,46,53,701.78,158.70000000000002,6,3,6,3,0.7738607540824759,0.5,0.5,0.6369303770412379,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2385,38,45,46,53,475.0799999999998,103.25,15,5,5,4,0.7826681822008924,0.6666666666666666,0.2,0.6313340911004462,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2398,38,45,46,53,342.99,66.18,9,5,7,4,0.8070497682148168,0.4444444444444444,0.42857142857142855,0.6225725031550274,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1796,38,45,46,53,605.74,176.14999999999998,12,4,6,4,0.709198666094364,0.6666666666666666,0.3333333333333333,0.6212659997138487,True,True,Source week 53 contains fewer calendar days than an ordinary week.
191,38,45,46,53,163.53,48.260000000000005,8,3,5,3,0.7048859536476487,0.625,0.4,0.6199429768238245,True,True,Source week 53 contains fewer calendar days than an ordinary week.
997,38,45,46,53,605.58,181.36,8,3,5,3,0.7005185111793653,0.625,0.4,0.6177592555896827,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1227,38,45,46,53,411.37,168.45999999999998,11,3,6,3,0.5904903128570387,0.7272727272727273,0.5,0.6134269746103375,True,True,Source week 53 contains fewer calendar days than an ordinary week.
962,38,45,46,53,245.56000000000003,82.9,10,4,6,3,0.6624043003746539,0.6,0.5,0.6112021501873269,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2095,38,45,46,53,558.4499999999999,162.90999999999997,23,10,7,4,0.7082818515534067,0.5652173913043478,0.42857142857142855,0.6094204288822934,True,True,Source week 53 contains fewer calendar days than an ordinary week.
693,38,45,46,53,356.93000000000006,174.58999999999997,10,3,7,2,0.5108564704563922,0.7,0.7142857142857143,0.608285378085339,True,True,Source week 53 contains fewer calendar days than an ordinary week.
639,38,45,46,53,211.27999999999997,44.849999999999994,16,10,8,4,0.7877224536160545,0.375,0.5,0.6063612268080273,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1349,38,45,46,53,547.4899999999999,183.26,19,8,8,4,0.6652724250671245,0.5789473684210527,0.5,0.606320423059878,True,True,Source week 53 contains fewer calendar days than an ordinary week.
632,38,45,46,53,362.52,163.35000000000005,7,3,5,1,0.5494041708043692,0.5714285714285714,0.8,0.6061306568307561,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1600,38,45,46,53,117.61999999999999,31.21,8,3,4,3,0.734653970413195,0.625,0.25,0.6048269852065975,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1844,38,45,46,53,212.84000000000003,97.25,11,3,7,3,0.5430840067656456,0.7272727272727273,0.5714285714285714,0.6040095358503553,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1697,38,45,46,53,173.99999999999997,34.41,6,3,4,3,0.8022413793103448,0.5,0.25,0.6011206896551724,True,True,Source week 53 contains fewer calendar days than an ordinary week.
140,38,45,46,53,73.71,20.23,8,3,4,3,0.7255460588793922,0.625,0.25,0.6002730294396961,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1710,38,45,46,53,1084.2400000000002,390.2800000000001,26,8,7,5,0.6400427949531469,0.6923076923076923,0.2857142857142857,0.5848565623117383,True,True,Source week 53 contains fewer calendar days than an ordinary week.
266,38,45,46,53,409.32,135.54000000000002,6,3,4,2,0.6688654353562005,0.5,0.5,0.5844327176781002,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1790,38,45,46,53,275.03000000000003,152.04000000000002,8,2,6,2,0.4471875795367778,0.75,0.6666666666666666,0.5819271231017222,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1877,38,45,46,53,355.75,128.19,7,4,6,2,0.6396626844694308,0.42857142857142855,0.6666666666666666,0.5817361041394773,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1431,38,45,46,53,418.01000000000005,94.48,19,10,8,6,0.7739766991220306,0.47368421052631576,0.25,0.5790936127189101,True,True,Source week 53 contains fewer calendar days than an ordinary week.
797,38,45,46,53,415.53999999999996,157.86999999999995,14,5,8,5,0.6200847090532802,0.6428571428571429,0.375,0.577899497383783,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1056,38,45,46,53,756.8400000000001,133.74,7,5,5,3,0.8232915807832567,0.2857142857142857,0.4,0.5773600761059141,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2297,38,45,46,53,106.23,42.18000000000001,7,3,6,3,0.6029370234397062,0.5714285714285714,0.5,0.5728970831484245,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1024,38,45,46,53,759.22,332.28,16,4,6,4,0.5623402966202156,0.75,0.3333333333333333,0.5728368149767744,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1705,38,45,46,53,294.0,106.84,32,16,8,4,0.6365986394557823,0.5,0.5,0.5682993197278912,True,True,Source week 53 contains fewer calendar days than an ordinary week.
726,38,45,46,53,233.95000000000005,125.07000000000002,7,2,5,2,0.46539858944218854,0.7142857142857143,0.6,0.5669850090068085,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2466,38,45,46,53,517.39,77.71000000000001,18,11,8,7,0.8498038230348479,0.3888888888888889,0.125,0.5665685781840907,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1777,38,45,46,53,187.50000000000003,62.34,12,5,7,5,0.66752,0.5833333333333334,0.2857142857142857,0.5659028571428572,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1464,38,45,46,53,203.42,117.18,9,2,5,2,0.4239504473503096,0.7777777777777778,0.6,0.5653085570084881,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1483,38,45,46,53,608.6,256.2,16,6,7,4,0.579033848176142,0.625,0.42857142857142855,0.5627312098023567,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2226,38,45,46,53,942.02,539.71,93,16,8,4,0.4270716120676843,0.8279569892473119,0.5,0.5619229028080357,True,True,Source week 53 contains fewer calendar days than an ordinary week.
536,38,45,46,53,74.17999999999999,15.85,7,4,5,4,0.7863305473173362,0.42857142857142855,0.2,0.5617367022300968,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1438,38,45,46,53,164.62,117.25999999999999,6,1,6,1,0.28769286842424985,0.8333333333333334,0.8333333333333334,0.5605131008787916,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2040,38,45,46,53,84.58,31.82,9,5,7,3,0.6237881295814613,0.4444444444444444,0.5714285714285714,0.5595131124097783,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1234,38,45,46,53,746.62,247.39,12,6,8,5,0.6686533979802309,0.5,0.375,0.5593266989901156,True,True,Source week 53 contains fewer calendar days than an ordinary week.
25,38,45,46,53,523.79,151.69,12,7,8,5,0.7103992057885794,0.4166666666666667,0.375,0.5551996028942897,True,True,Source week 53 contains fewer calendar days than an ordinary week.
32,38,45,46,53,477.62,169.60000000000002,11,5,6,4,0.6449059922113813,0.5454545454545454,0.3333333333333333,0.5527560264087209,True,True,Source week 53 contains fewer calendar days than an ordinary week.
811,38,45,46,53,230.44,75.21000000000001,11,5,4,3,0.6736243707689636,0.5454545454545454,0.25,0.5504485490208455,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1905,38,45,46,53,113.12,49.02,9,4,6,3,0.5666548797736916,0.5555555555555556,0.5,0.5499941065535124,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1820,38,45,46,53,414.89000000000004,137.18,9,5,5,3,0.6693581431222734,0.4444444444444444,0.4,0.5480124048944701,True,True,Source week 53 contains fewer calendar days than an ordinary week.
136,38,45,46,53,88.94,60.12999999999999,8,2,5,1,0.323926242410614,0.75,0.8,0.546963121205307,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1138,38,45,46,53,545.74,152.77,27,11,8,8,0.7200681643273354,0.5925925925925926,0.0,0.5378118599414454,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1120,38,45,46,53,105.46000000000001,40.269999999999996,7,4,6,3,0.6181490612554523,0.42857142857142855,0.5,0.5376459591991547,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2282,38,45,46,53,139.01999999999998,50.68,9,5,7,4,0.6354481369587108,0.4444444444444444,0.42857142857142855,0.5367716875269745,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2048,38,45,46,53,553.7,172.89000000000004,15,8,4,3,0.6877551020408162,0.4666666666666667,0.25,0.5338775510204081,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2227,38,45,46,53,262.09999999999997,96.41,12,6,6,4,0.632163296451736,0.5,0.3333333333333333,0.5327483148925346,True,True,Source week 53 contains fewer calendar days than an ordinary week.
964,38,45,46,53,259.07,78.21,18,7,5,5,0.6981124792527117,0.6111111111111112,0.0,0.5323895729596893,True,True,Source week 53 contains fewer calendar days than an ordinary week.
802,38,45,46,53,234.74,125.89,6,2,4,2,0.46370452415438357,0.6666666666666666,0.5,0.5318522620771917,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2033,38,45,46,53,283.85,181.28,20,5,8,3,0.3613528271974635,0.75,0.625,0.5306764135987317,True,True,Source week 53 contains fewer calendar days than an ordinary week.
674,38,45,46,53,831.0900000000001,385.25999999999993,17,7,7,4,0.5364400967404254,0.5882352941176471,0.42857142857142855,0.5304049223197925,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1890,38,45,46,53,237.27,81.50999999999999,9,5,6,4,0.6564673157162727,0.4444444444444444,0.3333333333333333,0.5282336578581364,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1062,38,45,46,53,107.94999999999999,42.91,24,10,8,6,0.6025011579434923,0.5833333333333334,0.25,0.5262505789717462,True,True,Source week 53 contains fewer calendar days than an ordinary week.
950,38,45,46,53,288.4399999999999,127.1,11,4,4,3,0.5593537650811259,0.6363636363636364,0.25,0.5205859734496538,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1931,38,45,46,53,291.77,94.08000000000001,8,5,6,4,0.6775542379271343,0.375,0.3333333333333333,0.5179437856302338,True,True,Source week 53 contains fewer calendar days than an ordinary week.
591,38,45,46,53,1058.4,434.1,25,13,8,5,0.5898526077097506,0.48,0.375,0.5139263038548754,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1773,38,45,46,53,280.09000000000003,154.08999999999997,8,3,4,2,0.44985540362026505,0.625,0.5,0.5124277018101325,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1738,38,45,46,53,216.32000000000005,94.68,13,5,6,5,0.5623150887573966,0.6153846153846154,0.16666666666666666,0.49910626232741623,True,True,Source week 53 contains fewer calendar days than an ordinary week.
259,38,45,46,53,158.72,64.26,6,3,4,3,0.5951360887096774,0.5,0.25,0.49756804435483865,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1270,38,45,46,53,625.9399999999999,299.31999999999994,11,6,8,4,0.5218072019682398,0.45454545454545453,0.5,0.49726723734775624,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2144,38,45,46,53,535.5400000000002,287.01,16,4,5,4,0.4640736452926021,0.75,0.2,0.497036822646301,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1148,38,45,46,53,123.57000000000002,58.95,6,3,5,3,0.5229424617625638,0.5,0.4,0.4914712308812819,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2397,38,45,46,53,367.47999999999996,166.74999999999997,10,5,6,4,0.5462338086426473,0.5,0.3333333333333333,0.4897835709879903,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2097,38,45,46,53,467.4,165.42999999999998,9,6,6,4,0.6460633290543433,0.3333333333333333,0.3333333333333333,0.48969833119383827,True,True,Source week 53 contains fewer calendar days than an ordinary week.
852,38,45,46,53,161.21,84.55,11,5,7,4,0.4755288133490479,0.5454545454545454,0.42857142857142855,0.48711505602517324,True,True,Source week 53 contains fewer calendar days than an ordinary week.
291,38,45,46,53,398.48,157.54999999999995,9,6,5,3,0.6046225657498495,0.3333333333333333,0.4,0.48231128287492475,True,True,Source week 53 contains fewer calendar days than an ordinary week.
865,38,45,46,53,652.1600000000001,252.37,10,7,7,4,0.6130244111874387,0.3,0.42857142857142855,0.4822264913080051,True,True,Source week 53 contains fewer calendar days than an ordinary week.
996,38,45,46,53,361.09,139.60999999999999,26,13,8,7,0.6133650890359744,0.5,0.125,0.4816825445179872,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2173,38,45,46,53,626.16,230.12,21,13,8,6,0.6324900983774115,0.38095238095238093,0.25,0.48053076347442003,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2113,38,45,46,53,420.56,258.41,8,3,4,2,0.38555735210195924,0.625,0.5,0.4802786760509796,True,True,Source week 53 contains fewer calendar days than an ordinary week.
777,38,45,46,53,944.6300000000001,441.36,13,7,8,5,0.5327694441209786,0.46153846153846156,0.375,0.4798462605220278,True,True,Source week 53 contains fewer calendar days than an ordinary week.
212,38,45,46,53,371.03000000000003,151.41,10,5,6,5,0.5919197908524918,0.5,0.16666666666666666,0.47929322875957925,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1390,38,45,46,53,554.53,197.75,21,12,7,6,0.6433917010801941,0.42857142857142855,0.14285714285714285,0.47883870768295417,True,True,Source week 53 contains fewer calendar days than an ordinary week.
1375,38,45,46,53,205.2,101.44,12,7,8,4,0.5056530214424951,0.4166666666666667,0.5,0.4778265107212476,True,True,Source week 53 contains fewer calendar days than an ordinary week.
2063,38,45,46,53,238.66999999999996,163.97999999999996,6,2,5,2,0.312942556668203,0.6666666666666666,0.6,0.47647127833410147,True,True,Source week 53 contains fewer calendar days than an ordinary week.
